 name  crate  slot  channel  VPCB.board  VPCB.connector  cable.board  sub.label  group.label  cable.number  pin.number  link_to_crate  link_slot  link_channel
 W474      5    10        6           2              79          2.0        5.0          5.0          12.0        21.0              6          2            13
 W440      5    10        7           2              76          2.0        5.0          5.0          13.0        20.0              6          2            12
 W405      5    10        8           2              72          2.0        5.0          5.0          17.0        16.0             -1         -1            -1
 W406      5    10        9           2              73          2.0        5.0          5.0          18.0        15.0              6          2            11
 W403      5    10       10           2              70          2.0        5.0          5.0          19.0        14.0             -1         -1            -1
 W404      5    10       11           2              71          2.0        5.0          5.0          20.0        13.0             -1         -1            -1
 W371      5    10       12           2              66          2.0        5.0          5.0          23.0        10.0             -1         -1            -1
 W372      5    10       13           2              67          2.0        5.0          5.0          24.0         9.0              6          2            10
 W369      5    10       14           2              64          2.0        5.0          5.0          25.0         8.0             -1         -1            -1
 W370      5    10       15           2              65          2.0        5.0          5.0          26.0         7.0             -1         -1            -1
 W337      5    13        0           2              60          2.0        5.0          5.0          29.0         4.0             -1         -1            -1
 W338      5    13        1           2              61          2.0        5.0          5.0          30.0         3.0              6          2             9
 W335      5    13        2           2              58          2.0        5.0          5.0          31.0         2.0             -1         -1            -1
 W336      5    13        3           2              59          2.0        5.0          5.0          32.0         1.0             -1         -1            -1
 W605      5    13        4           3              92          3.0        5.0          5.0           1.0        32.0              4          0            18
 W606      5    13        5           3              93          3.0        5.0          5.0           2.0        31.0             -1         -1            -1
 W575      5    13        6           3              90          3.0        5.0          5.0           3.0        30.0             -1         -1            -1
 W573      5    13        7           3              88          3.0        5.0          5.0           5.0        28.0             -1         -1            -1
 W574      5    13        8           3              89          3.0        5.0          5.0           6.0        27.0             -1         -1            -1
 W571      5    13        9           3              86          3.0        5.0          5.0           7.0        26.0              4          0            17
 W572      5    13       10           3              87          3.0        5.0          5.0           8.0        25.0             -1         -1            -1
 W541      5    13       11           3              84          3.0        5.0          5.0           9.0        24.0             -1         -1            -1
 W539      5    13       12           3              82          3.0        5.0          5.0          11.0        22.0             -1         -1            -1
 W540      5    13       13           3              83          3.0        5.0          5.0          12.0        21.0             -1         -1            -1
 W537      5    13       14           3              80          3.0        5.0          5.0          13.0        20.0              4          0            16
 W538      5    13       15           3              81          3.0        5.0          5.0          14.0        19.0             -1         -1            -1
 W507      5    14        0           3              78          3.0        5.0          5.0          15.0        18.0             -1         -1            -1
 W505      5    14        1           3              76          3.0        5.0          5.0          17.0        16.0             -1         -1            -1
 W506      5    14        2           3              77          3.0        5.0          5.0          18.0        15.0             -1         -1            -1
 W503      5    14        3           3              74          3.0        5.0          5.0          19.0        14.0              4          0            15
 W504      5    14        4           3              75          3.0        5.0          5.0          20.0        13.0             -1         -1            -1
 W473      5    14        5           3              72          3.0        5.0          5.0          21.0        12.0             -1         -1            -1
 W471      5    14        6           3              70          3.0        5.0          5.0          23.0        10.0             -1         -1            -1
 W472      5    14        7           3              71          3.0        5.0          5.0          24.0         9.0             -1         -1            -1
 W469      5    14        8           3              68          3.0        5.0          5.0          25.0         8.0              4          0            14
 W470      5    14        9           3              69          3.0        5.0          5.0          26.0         7.0             -1         -1            -1
 W439      5    14       10           3              66          3.0        5.0          5.0          27.0         6.0             -1         -1            -1
 W437      5    14       11           3              64          3.0        5.0          5.0          29.0         4.0             -1         -1            -1
 W438      5    14       12           3              65          3.0        5.0          5.0          30.0         3.0             -1         -1            -1
 W435      5    14       13           3              62          3.0        5.0          5.0          31.0         2.0              4          0            13
 W436      5    14       14           3              63          3.0        5.0          5.0          32.0         1.0             -1         -1            -1
 W168      5    14       15           2              34          2.0        1.0          5.0           1.0        32.0              6          2             4
 W134      5    15        0           2              31          2.0        1.0          5.0           6.0        27.0              6          2             3
 W100      5    15        1           2              28          2.0        1.0          5.0           7.0        26.0              6          2             2
  W66      5    15        2           2              25          2.0        1.0          5.0          12.0        21.0              6          2             1
  W32      5    15        3           2              22          2.0        1.0          5.0          13.0        20.0              6          2             0
 G173      5    15        4           2              20          2.0        1.0          5.0          15.0        18.0              6          3             7
 G174      5    15        5           2              21          2.0        1.0          5.0          16.0        17.0              6          3             8
 G144      5    15        6           2              18          2.0        1.0          5.0          17.0        16.0              6          3             6
 G172      5    15        7           2              19          2.0        1.0          5.0          18.0        15.0             -1         -1            -1
 G142      5    15        8           2              16          2.0        1.0          5.0          19.0        14.0             -1         -1            -1
 G143      5    15        9           2              17          2.0        1.0          5.0          20.0        13.0             -1         -1            -1
 G113      5    15       10           2              14          2.0        1.0          5.0          21.0        12.0             -1         -1            -1
 G114      5    15       11           2              15          2.0        1.0          5.0          22.0        11.0              6          3             5
  G84      5    15       12           2              12          2.0        1.0          5.0          23.0        10.0              6          3             4
 G112      5    15       13           2              13          2.0        1.0          5.0          24.0         9.0             -1         -1            -1
  G82      5    15       14           2              10          2.0        1.0          5.0          25.0         8.0             -1         -1            -1
  G83      5    15       15           2              11          2.0        1.0          5.0          26.0         7.0             -1         -1            -1
  G53      5    16        0           2               8          2.0        1.0          5.0          27.0         6.0             -1         -1            -1
  G54      5    16        1           2               9          2.0        1.0          5.0          28.0         5.0              6          3             3
  G24      5    16        2           2               6          2.0        1.0          5.0          29.0         4.0              6          3             2
  G52      5    16        3           2               7          2.0        1.0          5.0          30.0         3.0             -1         -1            -1
  G22      5    16        4           2               4          2.0        1.0          5.0          31.0         2.0             -1         -1            -1
  G23      5    16        5           2               5          2.0        1.0          5.0          32.0         1.0             -1         -1            -1
 W197      5    16        6           3              38          3.0        1.0          5.0           1.0        32.0              4          0             6
 W167      5    16        7           3              36          3.0        1.0          5.0           3.0        30.0             -1         -1            -1
 W166      5    16        8           3              35          3.0        1.0          5.0           4.0        29.0             -1         -1            -1
 W165      5    16        9           3              34          3.0        1.0          5.0           5.0        28.0             -1         -1            -1
 W164      5    16       10           3              33          3.0        1.0          5.0           6.0        27.0             -1         -1            -1
 W163      5    16       11           3              32          3.0        1.0          5.0           7.0        26.0              4          0             5
 W133      5    16       12           3              30          3.0        1.0          5.0           9.0        24.0             -1         -1            -1
 W132      5    16       13           3              29          3.0        1.0          5.0          10.0        23.0             -1         -1            -1
 W131      5    16       14           3              28          3.0        1.0          5.0          11.0        22.0             -1         -1            -1
 W130      5    16       15           3              27          3.0        1.0          5.0          12.0        21.0             -1         -1            -1
 W129      5    17        0           3              26          3.0        1.0          5.0          13.0        20.0              4          0             4
  W99      5    17        1           3              24          3.0        1.0          5.0          15.0        18.0             -1         -1            -1
  W98      5    17        2           3              23          3.0        1.0          5.0          16.0        17.0             -1         -1            -1
  W97      5    17        3           3              22          3.0        1.0          5.0          17.0        16.0             -1         -1            -1
  W96      5    17        4           3              21          3.0        1.0          5.0          18.0        15.0             -1         -1            -1
  W95      5    17        5           3              20          3.0        1.0          5.0          19.0        14.0              4          0             3
  W65      5    17        6           3              18          3.0        1.0          5.0          21.0        12.0             -1         -1            -1
  W64      5    17        7           3              17          3.0        1.0          5.0          22.0        11.0             -1         -1            -1
  W63      5    17        8           3              16          3.0        1.0          5.0          23.0        10.0             -1         -1            -1
  W62      5    17        9           3              15          3.0        1.0          5.0          24.0         9.0             -1         -1            -1
  W61      5    17       10           3              14          3.0        1.0          5.0          25.0         8.0              4          0             2
  W31      5    17       11           3              12          3.0        1.0          5.0          27.0         6.0             -1         -1            -1
  W30      5    17       12           3              11          3.0        1.0          5.0          28.0         5.0             -1         -1            -1
  W29      5    17       13           3              10          3.0        1.0          5.0          29.0         4.0             -1         -1            -1
  W28      5    17       14           3               9          3.0        1.0          5.0          30.0         3.0              4          0             1
  W27      5    17       15           3               8          3.0        1.0          5.0          31.0         2.0              4          0             0
 G171      5    18        0           4              24          4.0        1.0          5.0          15.0        18.0              4          1             9
 G141      5    18        1           4              21          4.0        1.0          5.0          18.0        15.0              4          1             8
 G111      5    18        2           4              18          4.0        1.0          5.0          21.0        12.0              4          1             7
  G81      5    18        3           4              15          4.0        1.0          5.0          24.0         9.0              4          1             6
  G51      5    18        4           4              12          4.0        1.0          5.0          27.0         6.0              4          1             5
  G21      5    18        5           4               9          4.0        1.0          5.0          30.0         3.0              4          1             4
 W231      5    18        7           3              44          3.0        3.0          5.0           2.0         6.0              4          0             7
 W201      5    18        8           3              42          3.0        3.0          5.0           4.0         4.0             -1         -1            -1
 W200      5    18        9           3              41          3.0        3.0          5.0           5.0         3.0             -1         -1            -1
 W199      5    18       10           3              40          3.0        3.0          5.0           6.0         2.0             -1         -1            -1
 W198      5    18       11           3              39          3.0        3.0          5.0           7.0         1.0             -1         -1            -1
 W402      5    18       12           3              60          3.0        3.0          5.0          11.0        22.0             -1         -1            -1
 W401      5    18       13           3              59          3.0        3.0          5.0          12.0        21.0              4          0            12
 W368      5    18       14           3              57          3.0        3.0          5.0          14.0        19.0             -1         -1            -1
 W367      5    18       15           3              56          3.0        3.0          5.0          15.0        18.0              4          0            11
 W334      5    19        0           3              54          3.0        3.0          5.0          17.0        16.0             -1         -1            -1
 W333      5    19        1           3              53          3.0        3.0          5.0          18.0        15.0              4          0            10
 W300      5    19        2           3              51          3.0        3.0          5.0          20.0        13.0             -1         -1            -1
 W299      5    19        3           3              50          3.0        3.0          5.0          21.0        12.0              4          0             9
 W266      5    19        4           3              48          3.0        3.0          5.0          23.0        10.0             -1         -1            -1
 W265      5    19        5           3              47          3.0        3.0          5.0          24.0         9.0              4          0             8
W1050      5    19        6           3             155          3.0        6.0          5.0           1.0         5.0             -1         -1            -1
W1017      5    19        7           3             150          3.0        6.0          5.0           2.0         4.0             -1         -1            -1
W1048      5    19        8           3             153          3.0        6.0          5.0           3.0         3.0             -1         -1            -1
W1015      5    19        9           3             148          3.0        6.0          5.0           4.0         2.0             -1         -1            -1
W1151      5    19       10           3             172          3.0        6.0          5.0           7.0        26.0             -1         -1            -1
W1153      5    19       11           3             174          3.0        6.0          5.0           8.0        25.0             -1         -1            -1
W1149      5    19       12           3             170          3.0        6.0          5.0           9.0        24.0              4          1             2
W1152      5    19       13           3             173          3.0        6.0          5.0          10.0        23.0             -1         -1            -1
W1119      5    19       14           3             168          3.0        6.0          5.0          11.0        22.0             -1         -1            -1
W1150      5    19       15           3             171          3.0        6.0          5.0          12.0        21.0              4          1             3
W1117      5    20        0           3             166          3.0        6.0          5.0          13.0        20.0             -1         -1            -1
W1115      5    20        1           3             164          3.0        6.0          5.0          15.0        18.0              4          1             1
W1118      5    20        2           3             167          3.0        6.0          5.0          16.0        17.0             -1         -1            -1
W1085      5    20        3           3             162          3.0        6.0          5.0          17.0        16.0             -1         -1            -1
W1116      5    20        4           3             165          3.0        6.0          5.0          18.0        15.0             -1         -1            -1
W1083      5    20        5           3             160          3.0        6.0          5.0          19.0        14.0             -1         -1            -1
W1081      5    20        6           3             158          3.0        6.0          5.0          21.0        12.0              4          1             0
W1084      5    20        7           3             161          3.0        6.0          5.0          22.0        11.0             -1         -1            -1
W1051      5    20        8           3             156          3.0        6.0          5.0          23.0        10.0             -1         -1            -1
W1082      5    20        9           3             159          3.0        6.0          5.0          24.0         9.0             -1         -1            -1
W1049      5    20       10           3             154          3.0        6.0          5.0          25.0         8.0             -1         -1            -1
W1047      5    20       11           3             152          3.0        6.0          5.0          27.0         6.0              4          0            31
 W232      5    20       14           3              45          3.0        3.0          5.0           1.0         7.0             -1         -1            -1
 W980      5    20       15           3             141          3.0        4.0          5.0          10.0        23.0             -1         -1            -1
  W33      6     3        0           2              23          2.0        1.0          6.0          14.0        19.0              5          0             0
  W34      6     3        1           2              24          2.0        1.0          6.0          11.0        22.0              5          0             1
  W67      6     3        2           2              26          2.0        1.0          6.0           9.0        24.0              5          0             2
  W68      6     3        3           2              27          2.0        1.0          6.0          10.0        23.0             -1         -1            -1
 W101      6     3        4           2              29          2.0        1.0          6.0           8.0        25.0              5          0             3
 W102      6     3        5           2              30          2.0        1.0          6.0           5.0        28.0             -1         -1            -1
 W135      6     3        6           2              32          2.0        1.0          6.0           3.0        30.0              5          0             4
 W136      6     3        7           2              33          2.0        1.0          6.0           4.0        29.0             -1         -1            -1
 W169      6     3        8           2              35          2.0        1.0          6.0           2.0        31.0              5          0             5
 W170      6     3        9           2              36          2.0        3.0          6.0           6.0         2.0             -1         -1            -1
 W203      6     3       10           2              38          2.0        3.0          6.0           4.0         4.0              5          0             6
 W204      6     3       11           2              39          2.0        3.0          6.0           5.0         3.0             -1         -1            -1
 W237      6     3       12           2              44          2.0        3.0          6.0          23.0        10.0              5          0             7
 W238      6     3       13           2              45          2.0        3.0          6.0          24.0         9.0             -1         -1            -1
 W271      6     3       14           2              50          2.0        3.0          6.0          17.0        16.0              5          0             8
 W272      6     3       15           2              51          2.0        3.0          6.0          18.0        15.0             -1         -1            -1
 W305      6     4        0           2              56          2.0        3.0          6.0          11.0        22.0              5          0             9
 W306      6     4        1           2              57          2.0        3.0          6.0          12.0        21.0             -1         -1            -1
 W339      6     4        2           2              62          2.0        5.0          6.0          27.0         6.0              5          0            10
 W340      6     4        3           2              63          2.0        5.0          6.0          28.0         5.0             -1         -1            -1
 W373      6     4        4           2              68          2.0        5.0          6.0          21.0        12.0              5          0            11
 W374      6     4        5           2              69          2.0        5.0          6.0          22.0        11.0             -1         -1            -1
 W407      6     4        6           2              74          2.0        5.0          6.0          15.0        18.0              5          0            12
 W408      6     4        7           2              75          2.0        5.0          6.0          16.0        17.0             -1         -1            -1
 W441      6     4        8           2              77          2.0        5.0          6.0          14.0        19.0              5          0            13
 W442      6     4        9           2              78          2.0        5.0          6.0          11.0        22.0             -1         -1            -1
 W475      6     4       10           2              80          2.0        5.0          6.0           9.0        24.0              5          0            14
 W476      6     4       11           2              81          2.0        5.0          6.0          10.0        23.0             -1         -1            -1
 W509      6     4       12           2              83          2.0        5.0          6.0           8.0        25.0              5          0            15
 W510      6     4       13           2              84          2.0        5.0          6.0           5.0        28.0             -1         -1            -1
 W543      6     4       14           2              86          2.0        5.0          6.0           3.0        30.0              5          0            16
 W544      6     4       15           2              87          2.0        5.0          6.0           4.0        29.0             -1         -1            -1
 W577      6     5        0           2              89          2.0        5.0          6.0           2.0        31.0              5          0            17
 W578      6     5        1           2              90          2.0        2.0          6.0          31.0         2.0             -1         -1            -1
 W611      6     5        2           2              92          2.0        2.0          6.0          29.0         4.0              5          0            18
 W612      6     5        3           2              93          2.0        2.0          6.0          30.0         3.0             -1         -1            -1
 W645      6     5        4           2              95          2.0        2.0          6.0          28.0         5.0              5          0            19
 W646      6     5        5           2              96          2.0        2.0          6.0          25.0         8.0             -1         -1            -1
 W679      6     5        6           2              98          2.0        2.0          6.0          23.0        10.0              5          0            20
 W680      6     5        7           2              99          2.0        2.0          6.0          24.0         9.0             -1         -1            -1
 W713      6     5        8           2             101          2.0        2.0          6.0          22.0        11.0              5          0            21
 W714      6     5        9           2             102          2.0        2.0          6.0          19.0        14.0             -1         -1            -1
 W747      6     5       10           2             104          2.0        2.0          6.0          17.0        16.0              5          0            22
 W748      6     5       11           2             105          2.0        2.0          6.0          18.0        15.0             -1         -1            -1
 W781      6     5       12           2             110          2.0        2.0          6.0          11.0        22.0              5          0            23
 W782      6     5       13           2             111          2.0        2.0          6.0          12.0        21.0             -1         -1            -1
 W815      6     5       14           2             116          2.0        2.0          6.0           5.0        28.0              5          0            24
 W816      6     5       15           2             117          2.0        2.0          6.0           6.0        27.0             -1         -1            -1
 W849      6     6        0           2             122          2.0        4.0          6.0           4.0         2.0              5          0            25
 W850      6     6        1           2             123          2.0        4.0          6.0           5.0         1.0             -1         -1            -1
 W883      6     6        2           2             128          2.0        4.0          6.0          25.0         8.0              5          0            26
 W884      6     6        3           2             129          2.0        4.0          6.0          26.0         7.0             -1         -1            -1
 W917      6     6        4           2             134          2.0        4.0          6.0          19.0        14.0              5          0            27
 W918      6     6        5           2             135          2.0        4.0          6.0          20.0        13.0             -1         -1            -1
 W951      6     6        6           2             140          2.0        4.0          6.0          13.0        20.0              5          0            28
 W952      6     6        7           2             141          2.0        4.0          6.0          14.0        19.0             -1         -1            -1
 W985      6     6        8           2             143          2.0        4.0          6.0          12.0        21.0              5          0            29
 W986      6     6        9           2             144          2.0        4.0          6.0           9.0        24.0             -1         -1            -1
W1019      6     6       10           2             146          2.0        6.0          6.0          31.0         2.0              5          0            30
W1020      6     6       11           2             147          2.0        6.0          6.0          32.0         1.0             -1         -1            -1
W1053      6     6       12           2             149          2.0        6.0          6.0          30.0         3.0              5          0            31
W1054      6     6       13           2             150          2.0        6.0          6.0          27.0         6.0             -1         -1            -1
W1087      6     6       14           2             152          2.0        6.0          6.0          25.0         8.0              5          1             0
W1088      6     6       15           2             153          2.0        6.0          6.0          26.0         7.0             -1         -1            -1
W1121      6     7        0           2             155          2.0        6.0          6.0          24.0         9.0              5          1             1
W1122      6     7        1           2             156          2.0        6.0          6.0          21.0        12.0             -1         -1            -1
W1155      6     7        2           2             158          2.0        6.0          6.0          19.0        14.0              5          1             2
W1156      6     7        3           2             159          2.0        6.0          6.0          20.0        13.0              5          1             3
  G25      6     8        0           1               1          1.0        1.0          6.0          32.0         1.0              5          1             4
  G26      6     8        1           1               2          1.0        1.0          6.0          31.0         2.0             -1         -1            -1
  G27      6     8        2           1               3          1.0        1.0          6.0          30.0         3.0             -1         -1            -1
  G28      6     8        3           1               4          1.0        1.0          6.0          29.0         4.0             -1         -1            -1
  G29      6     8        4           1               5          1.0        1.0          6.0          28.0         5.0             -1         -1            -1
  G30      6     8        5           1               6          1.0        1.0          6.0          27.0         6.0             -1         -1            -1
  G55      6     8        6           1               7          1.0        1.0          6.0          26.0         7.0              5          1             5
  G56      6     8        7           1               8          1.0        1.0          6.0          25.0         8.0             -1         -1            -1
  G57      6     8        8           1               9          1.0        1.0          6.0          24.0         9.0             -1         -1            -1
  G58      6     8        9           1              10          1.0        1.0          6.0          23.0        10.0             -1         -1            -1
  G59      6     8       10           1              11          1.0        1.0          6.0          22.0        11.0             -1         -1            -1
  G60      6     8       11           1              12          1.0        1.0          6.0          21.0        12.0             -1         -1            -1
  G85      6     8       12           1              13          1.0        1.0          6.0          20.0        13.0              5          1             6
  G86      6     8       13           1              14          1.0        1.0          6.0          19.0        14.0             -1         -1            -1
  G87      6     8       14           1              15          1.0        1.0          6.0          18.0        15.0             -1         -1            -1
  G88      6     8       15           1              16          1.0        1.0          6.0          17.0        16.0             -1         -1            -1
  G89      6     9        0           1              17          1.0        1.0          6.0          16.0        17.0             -1         -1            -1
  G90      6     9        1           1              18          1.0        1.0          6.0          15.0        18.0             -1         -1            -1
 G115      6     9        2           1              19          1.0        1.0          6.0          14.0        19.0              5          1             7
 G116      6     9        3           1              20          1.0        1.0          6.0          13.0        20.0             -1         -1            -1
 G117      6     9        4           1              21          1.0        1.0          6.0          12.0        21.0             -1         -1            -1
 G118      6     9        5           1              22          1.0        1.0          6.0          11.0        22.0             -1         -1            -1
 G119      6     9        6           1              23          1.0        1.0          6.0          10.0        23.0             -1         -1            -1
 G120      6     9        7           1              24          1.0        1.0          6.0           9.0        24.0             -1         -1            -1
 G145      6     9        8           1              25          1.0        1.0          6.0           8.0        25.0              5          1             8
 G146      6     9        9           1              26          1.0        1.0          6.0           7.0        26.0             -1         -1            -1
 G147      6     9       10           1              27          1.0        1.0          6.0           6.0        27.0             -1         -1            -1
 G148      6     9       11           1              28          1.0        1.0          6.0           5.0        28.0             -1         -1            -1
 G149      6     9       12           1              29          1.0        1.0          6.0           4.0        29.0             -1         -1            -1
 G150      6     9       13           1              30          1.0        1.0          6.0           3.0        30.0             -1         -1            -1
 G175      6     9       14           1              31          1.0        1.0          6.0           2.0        31.0              5          1             9
 G176      6     9       15           1              32          1.0        1.0          6.0           1.0        32.0             -1         -1            -1
 G177      6    10        0           1              33          1.0        3.0          6.0           5.0         1.0             -1         -1            -1
 G178      6    10        1           1              34          1.0        3.0          6.0           4.0         2.0             -1         -1            -1
 G179      6    10        2           1              35          1.0        3.0          6.0           3.0         3.0             -1         -1            -1
 G180      6    10        3           1              36          1.0        3.0          6.0           2.0         4.0             -1         -1            -1
 G205      6    10        4           1              37          1.0        3.0          6.0           1.0         5.0             -1         -1            -1
 G206      6    10        5           1              38          1.0        3.0          6.0          27.0         6.0             -1         -1            -1
 G207      6    10        6           1              39          1.0        3.0          6.0          26.0         7.0             -1         -1            -1
 G208      6    10        7           1              40          1.0        3.0          6.0          25.0         8.0             -1         -1            -1
 G209      6    10        8           1              41          1.0        3.0          6.0          24.0         9.0             -1         -1            -1
 G210      6    10        9           1              42          1.0        3.0          6.0          23.0        10.0             -1         -1            -1
 G235      6    10       10           1              43          1.0        3.0          6.0          22.0        11.0             -1         -1            -1
 G236      6    10       11           1              44          1.0        3.0          6.0          21.0        12.0             -1         -1            -1
 G237      6    10       12           1              45          1.0        3.0          6.0          20.0        13.0             -1         -1            -1
 G238      6    10       13           1              46          1.0        3.0          6.0          19.0        14.0             -1         -1            -1
 G239      6    10       14           1              47          1.0        3.0          6.0          18.0        15.0             -1         -1            -1
 G240      6    10       15           1              48          1.0        3.0          6.0          17.0        16.0             -1         -1            -1
 G265      6    13        0           1              49          1.0        3.0          6.0          16.0        17.0             -1         -1            -1
 G266      6    13        1           1              50          1.0        3.0          6.0          15.0        18.0             -1         -1            -1
 G267      6    13        2           1              51          1.0        3.0          6.0          14.0        19.0             -1         -1            -1
 G268      6    13        3           1              52          1.0        3.0          6.0          13.0        20.0             -1         -1            -1
 G269      6    13        4           1              53          1.0        3.0          6.0          12.0        21.0             -1         -1            -1
 G270      6    13        5           1              54          1.0        3.0          6.0          11.0        22.0             -1         -1            -1
 G295      6    13        6           1              55          1.0        3.0          6.0          10.0        23.0             -1         -1            -1
 G296      6    13        7           1              56          1.0        3.0          6.0           9.0        24.0             -1         -1            -1
 G297      6    13        8           1              57          1.0        3.0          6.0           8.0        25.0             -1         -1            -1
 G298      6    13        9           1              58          1.0        3.0          6.0           7.0        26.0             -1         -1            -1
 G299      6    13       10           1              59          1.0        5.0          6.0          32.0         1.0             -1         -1            -1
 G300      6    13       11           1              60          1.0        5.0          6.0          31.0         2.0             -1         -1            -1
 G325      6    13       12           1              61          1.0        5.0          6.0          30.0         3.0             -1         -1            -1
 G326      6    13       13           1              62          1.0        5.0          6.0          29.0         4.0             -1         -1            -1
 G327      6    13       14           1              63          1.0        5.0          6.0          28.0         5.0             -1         -1            -1
 G328      6    13       15           1              64          1.0        5.0          6.0          27.0         6.0             -1         -1            -1
 G329      6    14        0           1              65          1.0        5.0          6.0          26.0         7.0             -1         -1            -1
 G330      6    14        1           1              66          1.0        5.0          6.0          25.0         8.0             -1         -1            -1
 G355      6    14        2           1              67          1.0        5.0          6.0          24.0         9.0             -1         -1            -1
 G356      6    14        3           1              68          1.0        5.0          6.0          23.0        10.0             -1         -1            -1
 G357      6    14        4           1              69          1.0        5.0          6.0          22.0        11.0             -1         -1            -1
 G358      6    14        5           1              70          1.0        5.0          6.0          21.0        12.0             -1         -1            -1
 G359      6    14        6           1              71          1.0        5.0          6.0          20.0        13.0             -1         -1            -1
 G360      6    14        7           1              72          1.0        5.0          6.0          19.0        14.0             -1         -1            -1
 G385      6    14        8           1              73          1.0        5.0          6.0          18.0        15.0             -1         -1            -1
 G386      6    14        9           1              74          1.0        5.0          6.0          17.0        16.0             -1         -1            -1
 G387      6    14       10           1              75          1.0        5.0          6.0          16.0        17.0             -1         -1            -1
 G388      6    14       11           1              76          1.0        5.0          6.0          15.0        18.0             -1         -1            -1
 G389      6    14       12           1              77          1.0        5.0          6.0          14.0        19.0             -1         -1            -1
 G390      6    14       13           1              78          1.0        5.0          6.0          13.0        20.0             -1         -1            -1
 G415      6    14       14           1              79          1.0        5.0          6.0          12.0        21.0             -1         -1            -1
 G416      6    14       15           1              80          1.0        5.0          6.0          11.0        22.0             -1         -1            -1
 G417      6    15        0           1              81          1.0        5.0          6.0          10.0        23.0             -1         -1            -1
